Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1vobL9unDI6H3GBEi1BGiw,"Hooked on love","Wizard of Fairytale SONGS","THRIVE;KiLLER KiNG;金城 剛士(cv.豊永利行);阿修 悠太(cv.花江夏樹);愛染 健十(cv.加藤和樹);寺光 唯月(cv.西山宏太朗);寺光 遙日(cv.八代 拓);不動 明謙(cv.千葉翔也);殿 弥勒(cv.江口拓也)",2022-06-22,188640,14,false,,2026-01-04T17:13:49Z,"","MAGES.",0.426,0.899,3,-3.643,0,0.161,0.00852,0,0.0584,0.631,202.009,4
spotify:track:4IhkZp75PunoRTJYp0fmf3,"Cinderella Boys","Love Shuffle Blue","金城 剛士(cv.豊永利行);増長 和南(cv.上村祐翔);野目 龍広(cv.大河元気);殿 弥勒(cv.江口拓也)",2023-03-14,234800,10,false,,2026-01-04T17:03:10Z,"","MAGES.",0.613,0.855,4,-4.422,1,0.0722,0.0435,0,0.105,0.616,132.096,4
spotify:track:4qRhThd5WYLzARKHCKyKTL,"Fortune Love","Fortune Love","KiLLER KiNG(cv.西山宏太朗､八代 拓､千葉翔也､江口拓也)",2025-08-27,275066,4,false,,2026-01-04T16:55:16Z,"anime","5pb.Records",0.671,0.787,7,-4.481,0,0.0567,0.1,0,0.0981,0.729,133.942,4
spotify:track:1GV4E4h4bKLax7NkEFlmVF,"HIYASE!CHORUS DAN ~THIS IS REITOU SHOW~","HIYASE!CHORUS DAN ~THIS IS REITOU SHOW~","ONSENSHI",2025-01-09,378161,3,false,,2026-01-04T16:41:15Z,"","ONSENSHI",0.687,0.832,4,-4.291,0,0.256,0.224,0,0.18,0.721,135.923,4
spotify:track:6V4CdTPGSGVsnHloyH5uoD,"Freaking Love","Love Shuffle Red","是国 竜持(cv.岸尾だいすけ);王茶利 暉(cv.森久保祥太郎);釈村 帝人(cv.増田俊樹);不動 明謙(cv.千葉翔也)",2023-02-14,200733,9,false,,2026-01-04T16:34:00Z,"","MAGES.",0.67,0.929,1,-3.42,1,0.0645,0.0908,0.00000667,0.0729,0.605,128.992,4
spotify:track:0xFoPDTtPwZZQQ2GFw1ZpK,"Dear","Dear","不動 明謙(cv.千葉翔也)",2023-10-30,287280,5,false,,2026-01-04T16:24:15Z,"","MAGES.",0.675,0.625,0,-4.661,1,0.0285,0.551,0,0.103,0.292,119.999,3
spotify:track:1XmAEmioS8uimTPBmNi0so,"Shall we Unmei","Shall we Unmei","キタコレ(cv.小野大輔、岸尾だいすけ)",2022-07-27,254253,5,false,,2026-01-04T16:18:49Z,"anime","MAGES.",0.667,0.667,11,-5.167,0,0.0312,0.187,0,0.22,0.596,127.975,4
spotify:track:29NIHWicQB3SNspNvKss74,"Day break","Young Blues","ウルトラズ（cv.畠中 祐、伊東健人）",2024-09-04,231586,5,false,,2026-01-04T16:15:51Z,"","MAGES.",0.564,0.928,9,-4.727,1,0.0775,0.0846,0,0.109,0.593,134.99,4
spotify:track:0z9acSRATXxJPKSJCV5wX8,"Cold Garden","ファビュラスナイト Host-Song PRIDE -Another Eden- ヒメル","神水鶴久遠(CV:広瀬裕也)",2023-02-15,240213,11,false,,2026-01-04T16:11:35Z,"","Marvelous Inc.",0.568,0.895,9,-4.681,0,0.0465,0.00178,0,0.0945,0.618,140.033,4
spotify:track:69nUaPCNMeIGFpoRX3oltJ,"Seize your light","Ryusei＊Fantasia","B-PROJECT",2021-10-27,250600,6,false,,2026-01-04T16:06:34Z,"anime","MAGES.",0.633,0.895,9,-4.78,1,0.0641,0.0334,0,0.09,0.751,127.032,4
spotify:track:7uCXGv7suhHPVo9aZuwAR0,"LOVE MILLION","Love Shuffle Red","愛染 健十(cv.加藤和樹);寺光 唯月(cv.西山宏太朗);寺光 遙日(cv.八代 拓)",2023-02-14,271013,7,false,,2026-01-04T16:00:25Z,"","MAGES.",0.627,0.898,7,-3.124,0,0.0509,0.391,0,0.106,0.847,134.029,4
spotify:track:64lYrXboBMujnhmCQLnJJX,"PEACE×PEACE","First Duet","音済 百太郎(cv.柿原徹也);釈村 帝人(cv.増田俊樹)",2024-09-04,213053,7,false,,2026-01-04T15:56:57Z,"","MAGES.",0.639,0.851,6,-5.484,1,0.0282,0.0562,0,0.058,0.894,122.004,4
spotify:track:0E9oHyiyc9b1dk7zxpYuni,"Memory","First Duet","増長 和南(cv.上村祐翔);不動 明謙(cv.千葉翔也)",2024-09-04,219226,9,false,,2026-01-04T15:51:12Z,"","MAGES.",0.738,0.809,11,-5.75,0,0.0341,0.0214,0,0.276,0.625,123.054,4
spotify:track:4VeaX0xR3YLJQ87aBvGCFp,"Blooming Festa!","B-PROJECT「S級パラダイス BLACK」","KiLLER KiNG(cv.西山宏太朗､八代 拓､千葉翔也､江口拓也)",2017-07-19,284933,13,false,,2026-01-03T14:00:20Z,"anime","5pb.Records",0.566,0.9,9,-3.807,1,0.0445,0.01,0,0.126,0.83,140.02,4
spotify:track:28NjiB0k9U7NleVIrX2LcH,"ケセラセッラ","10秒ミライ","KiLLER KiNG(cv.西山宏太朗､八代 拓､千葉翔也､江口拓也)",2019-11-13,244720,12,false,,2026-01-03T13:51:50Z,"anime","MAGES",0.596,0.932,6,-3.865,0,0.0841,0.00507,0,0.297,0.895,136.007,4
spotify:track:4Q8Y9bUtxFQhiIYR6BJtvy,"永久パラダイス","永久パラダイス","キタコレ(cv.小野大輔、岸尾だいすけ)、THRIVE(cv.豊永利行、花江夏樹、加藤和樹)、Moons(cv.上村祐翔、柿原徹也、森久保祥太郎、大河元気、増田俊樹)",2015-09-11,300147,17,false,,2026-01-03T10:16:08Z,"","5pb.Records",0.476,0.97,11,-5.05,1,0.161,0.0718,0,0.366,0.546,154.007,4
spotify:track:0OsekXUdY0rUw2BBlkwvfM,"無敵*デンジャラス","無敵*デンジャラス(アプリゲーム「B-PROJECT 無敵*デンジャラス」オープニングテーマ)","B-PROJECT(キタコレ、THRIVE、MooNs、KiLLER KiNG)",2016-12-21,248360,18,false,,2026-01-03T10:15:58Z,"anime","5pb.Records",0.413,0.973,11,-3.138,0,0.114,0.00439,0,0.0972,0.5,75.525,4
spotify:track:4lJZFImbbbK4jzaLNrHuCn,"Ryusei＊Fantasia","Ryusei＊Fantasia","B-PROJECT",2021-10-27,264933,10,false,,2026-01-03T10:14:10Z,"anime","MAGES.",0.605,0.961,7,-4.269,0,0.116,0.0122,0,0.332,0.532,141.029,4
spotify:track:4aZQ1d5Yp8nRmuRxtQMFYq,"I'm your Ghost","Wrap Wrap","THRIVE（cv.豊永利行、花江夏樹、加藤和樹）",2020-10-07,250866,20,false,,2026-01-01T12:43:24Z,"anime","MAGES.",0.618,0.772,10,-4.546,0,0.031,0.118,0,0.0428,0.88,123.053,4
spotify:track:4QAQAxdO6blbKUiSnez1iQ,"永久パラダイス","B-PROJECT「S級パラダイス WHITE」","B-PROJECT(キタコレ、THRIVE、MooNs、KiLLER KiNG)",2017-07-19,297773,23,false,,2026-01-01T12:03:26Z,"anime","5pb.Records",0.467,0.979,11,-3.259,1,0.18,0.018,0,0.382,0.46,154.042,4
spotify:track:29lu3kHKGOgICyVKfpCjOC,"Hungry Wolf","B-PROJECT「Hungry Wolf」","KiLLER KiNG(cv.西山宏太朗､八代 拓､千葉翔也､江口拓也)",2016-12-21,224960,22,false,,2026-01-01T11:52:24Z,"anime","5pb.Records",0.547,0.919,9,-2.077,0,0.0436,0.0282,0,0.154,0.917,140.044,4
spotify:track:02cIqYTYys4M1RBFiBKIEt,"Life is Like a Boat","Rie fu","Rie fu",2005-01-19,300306,48,false,,2025-12-31T17:03:34Z,"anime","Sony Music Direct (Japan) Inc.",0.666,0.371,11,-8.471,1,0.0274,0.502,0.0000455,0.211,0.468,100.258,4
spotify:track:0OTBKDolD7eOlgtu4MsZxH,"桜風","桜風","ぼっちぼろまる",2025-10-14,188833,38,false,,2025-12-30T16:44:36Z,"anime,j-pop","Sony Music Labels Inc.",0.562,0.908,6,-3.805,1,0.0523,0.0165,0,0.324,0.661,109.985,4
spotify:track:2KLZMPLqZH5hL8BgsmcfBc,"Daytime star","B-PROJECT「GO AROUND」","増長和南（cv.上村祐翔）",2018-05-16,315506,11,false,,2025-12-30T13:16:49Z,"","5pb.Records",0.605,0.906,10,-4.136,1,0.0568,0.0756,0,0.156,0.74,125.982,4
spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J,"Never Enough","The Greatest Showman (Original Motion Picture Soundtrack)","Loren Allred",2017-12-08,207786,78,false,,2025-12-29T10:54:14Z,"","Atlantic Records",0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,3
spotify:track:2AZgC2SAkGrtUJzTLg1WJG,"Color Of Heart","茜眩帷","Crest",2011-05-08,342220,1,false,,2025-12-28T08:08:53Z,"","東方同人音楽流通",0.653,0.849,0,-5.792,1,0.0354,0.373,0,0.202,0.641,128.007,4
spotify:track:0MHthxTLSBKcWBttvra9HJ,"umbrella","B-PROJECT「ファントム・オブ・ラブ」","寺光唯月（cv.西山宏太朗）",2018-03-18,257800,11,false,,2025-12-26T14:36:54Z,"","5pb.Records",0.744,0.801,4,-4.283,1,0.0276,0.0703,0.000015,0.152,0.942,122.003,4
spotify:track:5PkV2WcC9GQOY9kqcAUAp9,"Love Union","B with U (Daikoku ver.)","THRIVE;MooNs",2021-11-17,278840,10,false,,2025-12-25T10:14:20Z,"","MAGES.",0.563,0.819,10,-5.022,1,0.0375,0.497,0,0.187,0.687,85.977,4
spotify:track:0HvTOFup2OzIXtsw1banuw,"Bay Cao Tiếng Hát Ước Mơ","Bé Đuổi Gà","Quý Dương",2021-06-01,175496,2,false,,2025-12-24T11:18:24Z,"","SOXO 201838",0.722,0.542,0,-5.82,0,0.0295,0.731,0,0.704,0.795,125.854,4
spotify:track:1V8gJDLwjuLG1LfMigdwaJ,"PRAY FOR...","B-PROJECT「S級パラダイス WHITE」","MooNs(cv.上村祐翔､柿原徹也､森久保祥太郎､大河元気､増田俊樹)",2017-07-19,247800,10,false,,2025-12-23T02:48:53Z,"anime","5pb.Records",0.681,0.92,11,-5.721,1,0.0501,0.0035,0,0.127,0.848,116.99,4
spotify:track:0cmwMLz0m0uuBKuuOgWDPV,"ココロの地図","Dancing Dancing","MooNs(cv.上村祐翔､柿原徹也､森久保祥太郎､大河元気､増田俊樹)",2019-11-27,242973,8,false,,2025-12-23T02:44:34Z,"anime","MAGES.",0.53,0.95,8,-3.573,0,0.0696,0.00357,0,0.0953,0.618,124.995,4
spotify:track:4g8BDxsXEUqhLbeOVJUFav,"Protect the Light","Protect the Light","SPITZ",2025-10-05,213693,51,false,,2025-12-23T02:43:08Z,"j-pop,j-rock,kayokyoku","Universal Music LLC",0.529,0.925,8,-4.719,1,0.0404,0.0685,0,0.11,0.695,112.089,4
spotify:track:7u18NKxs2xpNAb0qIEBeuN,"Actor","Actor","Lilas",2025-10-11,229009,56,false,,2025-12-22T13:53:50Z,"j-pop,anime","幾田りら",0.689,0.791,2,-3.311,1,0.0361,0.0856,0,0.0838,0.398,124.019,4
spotify:track:50ed8xwCGwUxTAOs5Gqh5f,"星間飛行","キャラクターソング・コレクション FULL OF LOVE!!","ランカ・リー=中島愛",2020-10-01,233533,32,false,,2025-12-22T13:34:34Z,"anime","FlyingDog",0.627,0.962,0,-3.466,0,0.0397,0.00782,0.00000202,0.224,0.853,130.991,4
spotify:track:7FVi76K5kqufyOoPJ0veaa,"いちごコンプリート","苺すぷらっしゅ","Chika(CV:Saeko Chiba);Miu(CV:Fumiko Orikasa);Matsuri(CV:Ayako Kawasumi);Ana(CV:Mamiko Noto)",2008-12-25,236466,23,false,,2025-12-22T06:45:55Z,"anime","NBCUniversal Entertainment",0.656,0.956,2,-2.81,1,0.0755,0.0647,0,0.321,0.863,159.994,4
spotify:track:1bekMj9bI42jSLzckyIiDt,"Beautiful Wish","TV Anime ""Mermaid Melody: Pichi Pichi Pitch Pure"" Vocal Collection Pure Box 2","Eri Kitamura",2017-11-01,269440,31,false,,2025-12-21T10:18:02Z,"anime","PONY CANYON INC.",0.4,0.426,6,-10.281,0,0.0358,0.42,0,0.0737,0.314,167.793,4
spotify:track:46pG1Hzlo2QKIRFKSXCk15,"Corazon","Corazon","KITAKORE(cv. Daisuke Ono,Daisuke Kishio)",2019-12-11,297053,8,false,,2025-12-21T03:49:33Z,"","MAGES.",0.734,0.908,6,-3.822,0,0.0657,0.0957,0,0.367,0.814,118.008,4
spotify:track:3Ikf9YDhETrNwPDIU1CmZt,"KIZUNA","God's S.T.A.R.","QUARTET NIGHT",2016-12-21,318615,26,false,,2025-12-21T03:46:45Z,"anime","KING RECORDS",0.598,0.94,10,-5.516,1,0.155,0.0069,0,0.294,0.563,126.92,4
spotify:track:41fBHoNzyoI2tpqMkLHar8,"愛を捧げよ ～the secret Shangri-la～","愛を捧げよ ～the secret Shangri-la～","HE★VENS",2019-04-03,281228,32,false,,2025-12-21T03:38:53Z,"","KING RECORDS",0.406,0.828,11,-5.812,0,0.0532,0.133,0,0.11,0.524,143.019,4
spotify:track:1YqzEB0KJHFph5YSVJHEhC,"SUMMER MERMAID","B-PROJECT「SUMMER MERMAID」","MooNs(cv.上村祐翔､柿原徹也､森久保祥太郎､大河元気､増田俊樹)",2017-01-18,244706,20,false,,2025-12-21T03:24:23Z,"anime","5pb.Records",0.662,0.975,4,-4.764,0,0.0954,0.00718,0.0000126,0.164,0.633,130.056,4
spotify:track:42PPrpen6EHGWCiTTKhaDn,"無敵*デンジャラス","B-PROJECT「S級パラダイス BLACK」","B-PROJECT(キタコレ、THRIVE、MooNs、KiLLER KiNG)",2017-07-19,247280,24,false,,2025-12-21T03:20:48Z,"anime","5pb.Records",0.435,0.96,11,-4.209,0,0.0947,0.00418,0,0.0947,0.556,150.973,4
spotify:track:0Mup4k5d7jicqVnuOx6H2G,"フレフレ！青春賛歌","フレフレ！青春賛歌","和泉一織 (CV.増田俊樹);七瀬 陸 (CV.小野賢章);九条 天 (CV.斉藤壮馬)",2016-11-19,267502,27,false,,2025-12-21T03:17:01Z,"","Lantis",0.44,0.924,4,-3.645,1,0.0993,0.028,0,0.141,0.72,168.986,4
spotify:track:0VhCYM1OpADPsVgzQn02Rs,"SING A SONG!MUSICAL!","☆SHOW TIME 10☆team鳳&華桜会/｢スタミュ｣ミュージカルソングシリーズ","華桜会",2015-12-09,240133,16,false,,2025-12-20T13:50:25Z,"anime","NBCUniversal Entertainment",0.551,0.817,8,-4.59,1,0.0343,0.185,0,0.086,0.772,143.007,4
spotify:track:65cs5KSEFPTiPGPBqwcdGT,"After all this time","B-PROJECT「快感*エブリディ」","B-PROJECT（cv.小野大輔、岸尾だいすけ、豊永利行、花江夏樹、加藤和樹、上村祐翔、柿原徹也、森久保祥太郎、大河元気、増田俊樹、西山宏太朗、八代 拓、千葉翔也、江口拓也）",2018-07-16,348240,13,false,,2025-12-20T13:12:43Z,"","5pb.Records",0.64,0.583,8,-6.153,1,0.0248,0.164,0,0.124,0.421,92.997,4
spotify:track:2zKCsQw6hqGAPFx3J8FKH7,"起舞","扎西平措","扎西平措",2024-04-25,189147,17,false,,2025-12-19T15:40:49Z,"nhạc người mỹ bản địa,gufeng,mandopop","梦响强音",0.668,0.835,11,-7.314,0,0.0673,0.0116,0,0.0465,0.639,115.017,4
spotify:track:6d9eNWUdT7X4sv92TADsHx,"Nijiiro Prism","Good Liar","KiLLER KiNG(cv.西山宏太朗､八代 拓､千葉翔也､江口拓也)",2020-11-11,281133,5,false,,2025-12-18T18:43:16Z,"anime","MAGES.",0.586,0.947,6,-3.587,0,0.0841,0.193,0,0.157,0.787,138.032,4
spotify:track:1vgXVUuv6w39BMr3DQC59c,"GLORY+HOLLY+STORY","☆3rd SHOW TIME 9☆ team柊＆申渡×虎石/｢スタミュ｣ミュージカルソングシリーズ","team柊",2019-09-10,265240,0,false,,2025-12-18T18:15:52Z,"","NBCUniversal Entertainment",0.588,0.842,8,-4.198,1,0.0421,0.166,0,0.247,0.682,140.005,4
spotify:track:5MLnoysqWTlxeb9Nv3ZmfZ,"Starship Runway","☆2nd SHOW TIME 11☆ team鳳＆team柊／「スタミュ」ミュージカルソングシリーズ","team柊",2018-12-23,274333,0,false,,2025-12-18T18:09:06Z,"","NBCUniversal Entertainment",0.553,0.909,8,-5.613,1,0.0367,0.0039,0,0.253,0.822,136.059,4
spotify:track:0j5BDMR4OuBgaaaOc2nxXu,"カメレオン･スター!","☆2nd SHOW TIME 2☆ アンシエント＆team柊／「スタミュ」ミュージカルソングシリーズ","team柊",2018-12-23,217546,0,false,,2025-12-18T17:57:00Z,"","NBCUniversal Entertainment",0.593,0.88,2,-5.837,1,0.0489,0.0879,0,0.108,0.489,137.105,4
spotify:track:1aqiURvbAVx9co9oE5RLv2,"パノラマ","B-PROJECT「SUMMER MERMAID」","MooNs(cv.上村祐翔､柿原徹也､森久保祥太郎､大河元気､増田俊樹)",2017-01-18,230440,12,false,,2025-12-18T17:14:21Z,"anime","5pb.Records",0.533,0.958,5,-4.064,1,0.0375,0.0187,0.00000388,0.181,0.773,135.002,4
spotify:track:6bP7NGE2a5bG7DAGAFM8Rx,"Growin'Up","☆2nd SHOW TIME 11☆ team鳳＆team柊／「スタミュ」ミュージカルソングシリーズ","team鳳",2018-12-23,244906,0,false,,2025-12-18T16:01:02Z,"anime","NBCUniversal Entertainment",0.587,0.902,8,-6.355,1,0.0571,0.00188,0,0.3,0.694,137.049,4
spotify:track:5VJVteTQYqN42G5TQWQa0t,"運命のルーレット廻して","Golden Best ～15th Anniversary～","ZARD",2006-10-25,294866,38,false,,2025-12-14T17:21:06Z,"j-pop,kayokyoku","B-Gram RECORDS",0.582,0.786,6,-5.485,0,0.0413,0.123,0.0000223,0.301,0.186,139.992,4
spotify:track:4Y6qtft7tEIl1B24cx5BCk,"星のかがやきよ","星のかがやきよ/夏を待つセイル（帆）のように","ZARD",2005-04-20,227261,41,false,,2025-12-14T16:58:04Z,"j-pop,kayokyoku","B-Gram RECORDS",0.282,0.795,0,-3.657,1,0.0441,0.117,0.000736,0.128,0.334,161.195,4
spotify:track:4uraEw7BcTjMmUcRKE3XaD,"Dearest","I am...","Ayumi Hamasaki",2002-01-01,332733,54,false,,2025-12-11T16:19:40Z,"j-pop","avex trax",0.576,0.578,6,-5.506,0,0.0263,0.234,0,0.315,0.385,126.947,4
spotify:track:1rIe54Dy1FYOZl3bQ0FQeN,"アルミナ","the WORLD Ruler","NIGHTMARE",2007-02-28,305840,0,false,,2025-12-11T16:05:21Z,"visual kei,anime,j-rock","VAP",0.371,0.843,10,-4.447,0,0.0492,0.0322,0,0.158,0.599,184.78,3
spotify:track:28NV7pexaSrgQqxize1rav,"ハナミズキ","ハナミズキ","Yo Hitoto",2004-02-11,323493,57,false,,2025-12-11T15:33:19Z,"kayokyoku,j-pop,enka","Nippon Columbia Co., Ltd./NIPPONOPHONE",0.399,0.396,4,-6.44,1,0.0277,0.884,0.00000509,0.169,0.307,141.309,4
spotify:track:2Xh7Sx9I3YEObZtn42URQF,"Đường về hai thôn","Uốn cong giọt nắng","Anh Thơ;Việt Hoàn",2009-01-01,283506,5,false,,2025-12-11T15:22:35Z,"bolero việt nam,bolero,v-pop","BHMedia Corporation",0.688,0.504,1,-5.904,0,0.0256,0.657,0,0.129,0.544,108.037,4
spotify:track:5Wg6U4mLyjJj8ApPkWHBKB,"Believe","HYPER GROOVE 1","Folder 5",2001-07-25,226700,57,false,,2025-11-15T16:11:00Z,"anime","avex tune",0.55,0.996,7,-2.394,1,0.0575,0.0107,0.0865,0.225,0.718,154.984,4
spotify:track:5d0h4Z7rCDQFBCaswLwIUl,"スター･オブ･スター!","☆SHOW TIME 7☆team柊&辰己琉唯×申渡栄吾/｢スタミュ｣ミュージカルソングシリーズ","team柊",2015,241240,0,false,,2025-10-22T16:40:11Z,"","NBCUniversal Entertainment",0.644,0.884,5,-4.748,0,0.0754,0.281,0,0.233,0.804,132.963,4
spotify:track:004OuavOSzW4WHbJlMRCto,"花道 ∞ Go All Out!!","☆2nd SHOW TIME 4☆ 星谷×那雪×天花寺×空閑×卯川×虎石＆虎石×北原／「スタミュ」ミュージカルソングシリーズ","星谷悠太（CV.花江夏樹）×那雪 透（CV.小野賢章）×天花寺 翔（CV.細谷佳正）×空閑 愁（CV.前野智昭）×卯川 晶（CV.松岡禎丞）×虎石和泉（CV.KENN）",2018-12-23,210173,0,false,,2025-10-22T16:05:08Z,"","NBCUniversal Entertainment",0.563,0.948,7,-4.388,1,0.0594,0.104,0,0.333,0.71,143.074,4
spotify:track:6GzuBYpiOy976eT4e6PGwz,"星瞬COUNTDOWN","☆SHOW TIME 12☆team鳳/｢スタミュ｣ミュージカルソングシリーズ","team鳳",2018-12-23,251253,0,false,,2025-10-22T15:16:10Z,"anime","NBCUniversal Entertainment",0.57,0.855,0,-5.402,1,0.114,0.048,0,0.245,0.533,131.953,4
spotify:track:4EWSwHFyTHZSZli6Q7wTqw,"星屑ムーブメント","☆SHOW TIME 10☆team鳳&華桜会/｢スタミュ｣ミュージカルソングシリーズ","team鳳",2015,283906,0,false,,2025-10-22T14:58:09Z,"anime","NBCUniversal Entertainment",0.581,0.849,11,-5.774,1,0.0476,0.0194,0,0.152,0.686,134.004,4
spotify:track:3OK5WgmQRbyBMb0HbYslZo,"uncontrol","☆SHOW TIME 9☆鳳 樹×柊 翼&柊 翼/｢スタミュ｣ミュージカルソングシリーズ","柊 翼(CV:平川大輔)",2015,240266,0,false,,2025-10-22T14:53:40Z,"","NBCUniversal Entertainment",0.463,0.903,6,-5.016,0,0.079,0.19,0,0.237,0.724,147.867,4
spotify:track:2IKPCI8vbyRDK9HeHQER2c,"Stand by Dreams","☆SHOW TIME 9☆鳳 樹×柊 翼&柊 翼/｢スタミュ｣ミュージカルソングシリーズ","鳳 樹(CV:諏訪部順一)×柊 翼(CV:平川大輔)",2015,343773,0,false,,2025-10-22T14:47:27Z,"","NBCUniversal Entertainment",0.695,0.837,1,-6.516,0,0.0459,0.471,0,0.116,0.579,119.91,4
spotify:track:7H3xKUENYthkRZbdAqxfUZ,"The Elegance","☆SHOW TIME 7☆team柊&辰己琉唯×申渡栄吾/｢スタミュ｣ミュージカルソングシリーズ","辰己琉唯（CV:岡本信彦）×申渡栄吾（CV:内田雄馬）",2015,256959,0,false,,2025-10-22T14:35:25Z,"","NBCUniversal Entertainment",0.588,0.801,8,-6.971,0,0.0458,0.0309,0,0.0841,0.642,128.981,4
spotify:track:73zDydm2LsFNwRaigpnXsg,"アヤナギ･ショウ･タイム～鳳アレンジVer.～","☆SHOW TIME 6☆team鳳&team柊/｢スタミュ｣ミュージカルソングシリーズ","team鳳",2015,256333,0,false,,2025-10-22T14:00:35Z,"anime","NBCUniversal Entertainment",0.573,0.791,0,-5.555,0,0.0411,0.196,0,0.118,0.666,142.01,4
spotify:track:1MCgAoH0Ru1Hqs5k6YYtF9,"アヤナギ･ショウ･タイム","☆SHOW TIME 6☆team鳳&team柊/｢スタミュ｣ミュージカルソングシリーズ","team柊",2015,251680,0,false,,2025-10-22T13:47:14Z,"","NBCUniversal Entertainment",0.605,0.739,11,-5.273,0,0.0333,0.178,0,0.402,0.644,132.001,4
spotify:track:2KIIkEy1z0XLTINNQ27oZ2,"Caribbean Groove","☆SHOW TIME 5☆team鳳&team柊/｢スタミュ｣ミュージカルソングシリーズ","team柊",2015,227160,0,false,,2025-10-22T13:43:32Z,"","NBCUniversal Entertainment",0.557,0.804,5,-6.419,1,0.0975,0.363,0,0.0966,0.444,138.977,4
spotify:track:4QKnFqc3AREw9DiCNtEgSm,"五重奏 ～クインテット～","☆SHOW TIME 5☆team鳳&team柊/｢スタミュ｣ミュージカルソングシリーズ","team鳳",2015,261013,0,false,,2025-10-22T13:39:14Z,"anime","NBCUniversal Entertainment",0.417,0.491,11,-6.775,1,0.0324,0.414,0,0.132,0.5,170.067,4
spotify:track:28M6mpOmoHLHcigiOUNg2w,"Honey!Honey!Trap!","☆SHOW TIME 4☆空閑 愁&虎石和泉/｢スタミュ｣ミュージカルソングシリーズ","虎石和泉（CV:KENN）",2015,249226,0,false,,2025-10-22T13:36:05Z,"","NBCUniversal Entertainment",0.457,0.909,11,-4.843,0,0.0521,0.00189,0,0.319,0.505,90.03,4
spotify:track:1akOT89E4BQpWBXjddv5xR,"Limited sky","☆SHOW TIME 3☆天花寺 翔&月皇海斗/｢スタミュ｣ミュージカルソングシリーズ","月皇海斗(CV:ランズベリー・アーサー)",2015,241306,0,false,,2025-10-22T13:27:58Z,"","NBCUniversal Entertainment",0.698,0.803,1,-4.788,1,0.0304,0.168,0,0.0597,0.778,131.986,4
spotify:track:7qEZaMQNP16e5y9rgLkr0z,"俺こそミュージック","☆SHOW TIME 2☆華桜会&鳳 樹/｢スタミュ｣ミュージカルソングシリーズ","鳳 樹（CV:諏訪部順一）",2015,276920,0,false,,2025-10-22T13:17:34Z,"","NBCUniversal Entertainment",0.448,0.76,11,-4.745,1,0.0398,0.176,0,0.116,0.472,164.946,4
spotify:track:6zRpPVUbqKU05elwRb4r7A,"星のストライド","☆SHOW TIME 1☆星谷悠太&那雪 透/｢スタミュ｣ミュージカルソングシリーズ","星谷悠太(CV:花江夏樹)",2015,290680,0,false,,2025-10-22T13:15:13Z,"","NBCUniversal Entertainment",0.601,0.952,0,-4.247,1,0.0613,0.296,0,0.116,0.739,133.993,4
spotify:track:221lWEYIC5Z57boqhmwheX,"MY FRIEND～僕でよければ～","☆SHOW TIME 1☆星谷悠太&那雪 透/｢スタミュ｣ミュージカルソングシリーズ","那雪 透(CV:小野賢章)",2015,276453,0,false,,2025-10-22T13:15:12Z,"","NBCUniversal Entertainment",0.559,0.582,0,-5.82,1,0.025,0.0228,0,0.0925,0.474,93.933,4
spotify:track:0UWCuayPnG9ztyzhMpXb22,"我ら､綾薙学園華桜会","☆SHOW TIME 2☆華桜会&鳳 樹/｢スタミュ｣ミュージカルソングシリーズ","華桜会",2015,263080,0,false,,2025-10-22T13:14:55Z,"","NBCUniversal Entertainment",0.453,0.88,7,-4.244,0,0.0776,0.278,0,0.156,0.482,141.989,4
spotify:track:0wwfocY1CfXcKfMcWSoGXc,"Yêu Người Có Ước Mơ","Vọng","buitruonglinh",2022-12-26,296000,0,false,,2024-06-26T15:09:08Z,"v-pop,lo-fi việt,indie việt","LOOPS Music",0.45,0.395,3,-7.867,1,0.0366,0.615,0.00000277,0.122,0.114,119.587,3
spotify:track:2TKFsOHCpRsOZVK0w7vOsS,"The Best For You","The Best For You","Hikaru Station;Redza",2020-07-24,238602,31,false,,2023-05-12T14:41:47Z,"anime","Hikaru Station",0.621,0.381,9,-10.035,1,0.031,0.566,0.00000307,0.102,0.163,92.581,3
spotify:track:57u1FaZlztApkcT5x5XNuD,"YASASHISA","HELP EVER HURT NEVER","Fujii Kaze",2020-05-20,240080,51,false,,2023-03-02T03:54:46Z,"j-pop","Universal Music LLC",0.596,0.707,1,-6.825,1,0.049,0.111,0,0.0926,0.262,133.858,4
spotify:track:51oc6MEsXTpnPn6GOw5VuP,"きらり","Kirari Remixes (Asia Edition)","Fujii Kaze",2022-01-14,231882,64,false,,2023-03-02T03:47:15Z,"j-pop","Universal Music LLC",0.746,0.764,2,-6.833,1,0.0462,0.00803,0,0.357,0.701,116.982,4
spotify:track:7tnYsRepXLaNhqj4xtcWP2,"grace","grace","Fujii Kaze",2022-10-09,289541,61,false,,2023-03-02T03:45:52Z,"j-pop","Universal Music LLC",0.668,0.685,7,-8.765,1,0.0472,0.0822,0.0257,0.319,0.637,108.971,4
